disease_id,disease_name,cell_id,cell_name,tissue_id,tissue_name,drug_id,drug_name,mir_id,mir_name,pub_id,pmid,detail
23,"hepatocellular carcinoma",237,Huh7,19,liver,36,carboplatin,37,miR-147a,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,2,cisplatin,66,miR-27b,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,2,cisplatin,41,miR-181a,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,2,cisplatin,186,miR-146b-5p,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,2,cisplatin,129,miR-181d,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,2,cisplatin,35,miR-148a,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,13,Mitomycin,66,miR-27b,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,13,Mitomycin,41,miR-181a,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,13,Mitomycin,186,miR-146b-5p,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,13,Mitomycin,129,miR-181d,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,13,Mitomycin,182,miR-149a,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,16,vincristine,66,miR-27b,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,16,vincristine,41,miR-181a,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,16,vincristine,186,miR-146b-5p,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,16,vincristine,129,miR-181d,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,16,vincristine,84,miR-150a,114,23229111,"Upregulation of miR-27b, miR-181a, miR-146b-5p, miR-181d and miR-146a expression was verified using real-time RT-PCR in the parental and the five drug-resistant cell lines."
23,"hepatocellular carcinoma",237,Huh7,19,liver,2,cisplatin,70,miR-130a,154,22846564,"miR-130a levels were also higher in cisplatin-resistant Huh7 cells than in Huh7 cells."
23,"hepatocellular carcinoma",237,Huh7,19,liver,2,cisplatin,171,miR-199a-5p,160,22713463,"Cisplatin-induced downregulation of miR-199a-5p increases drug resistance by activating autophagy in HCC cell."
23,"hepatocellular carcinoma",237,Huh7,19,liver,1,doxorubicin,68,miR-122,198,21802841,"MicroRNA-122 sensitizes HCC cancer cells to adriamycin and vincristine through modulating expression of MDR and inducing cell cycle arrest."
23,"hepatocellular carcinoma",237,Huh7,19,liver,16,vincristine,68,miR-122,198,21802841,"MicroRNA-122 sensitizes HCC cancer cells to adriamycin and vincristine through modulating expression of MDR and inducing cell cycle arrest."
23,"hepatocellular carcinoma",659,LM6,19,liver,1,doxorubicin,59,miR-223,69,23925649,"over-expression of miR-223 increased the HCC cell sensitivity to anticancer drugs"
23,"hepatocellular carcinoma",255,MHCC97H,19,liver,1,doxorubicin,16,miR-26b,33,24565101,"miR-26b suppresses NF-"
23,"hepatocellular carcinoma",256,MHCC97L,19,liver,9,Fluorouracil,13,miR-23a,57,24103454,"ectopic expression of miR-23a fails to sensitize HCC cells to 5-fluorouracil treatment"
23,"hepatocellular carcinoma",281,PLC,19,liver,1,doxorubicin,68,miR-122,198,21802841,"MicroRNA-122 sensitizes HCC cancer cells to adriamycin and vincristine through modulating expression of MDR and inducing cell cycle arrest."
23,"hepatocellular carcinoma",281,PLC,19,liver,16,vincristine,68,miR-122,198,21802841,"MicroRNA-122 sensitizes HCC cancer cells to adriamycin and vincristine through modulating expression of MDR and inducing cell cycle arrest."
23,"hepatocellular carcinoma",663,QGY7703,19,liver,1,doxorubicin,16,miR-26b,33,24565101,"miR-26b suppresses NF-"
23,"hepatocellular carcinoma",109,SMMC7721,19,liver,1,doxorubicin,59,miR-223,69,23925649,"over-expression of miR-223 increased the HCC cell sensitivity to anticancer drugs"
23,"hepatocellular carcinoma",109,SMMC7721,19,liver,9,Fluorouracil,183,miR-193a-3p,179,22117060,"Forced changes of miR-193a-3p level reverse all of the phenotypic features examined, including cell proliferation, cell cycle progression, and 5-FU sensitivity"
23,"hepatocellular carcinoma",945,"clinical samples",19,liver,23,sorafenib,54,miR-216a,77,23471579,"blocking activation of the TGF-"
23,"hepatocellular carcinoma",945,"clinical samples",19,liver,23,sorafenib,55,miR-217,77,23471579,"blocking activation of the TGF-"
26,"hepatocellular cancer",NULL,NULL,19,liver,23,sorafenib,191,Let-7,186,21352471,"inhibition of let-7 increases the chemosensitivity of HSCs to sorafenib and doxorubicin whereas silencing of miR-181 led to a reduction in HSCs motility and invasion."
26,"hepatocellular cancer",NULL,NULL,19,liver,23,sorafenib,175,miR-181,186,21352471,"inhibition of let-7 increases the chemosensitivity of HSCs to sorafenib and doxorubicin whereas silencing of miR-181 led to a reduction in HSCs motility and invasion."
26,"hepatocellular cancer",NULL,NULL,19,liver,1,doxorubicin,191,Let-7,186,21352471,"inhibition of let-7 increases the chemosensitivity of HSCs to sorafenib and doxorubicin whereas silencing of miR-181 led to a reduction in HSCs motility and invasion."
26,"hepatocellular cancer",NULL,NULL,19,liver,1,doxorubicin,175,miR-181,186,21352471,"inhibition of let-7 increases the chemosensitivity of HSCs to sorafenib and doxorubicin whereas silencing of miR-181 led to a reduction in HSCs motility and invasion."
23,"hepatocellular carcinoma",101,HepG2,19,liver,1,doxorubicin,72,miR-137,10,23934188,"miR-137 as a highly promising target to reduce CAR-driven doxorubicin resistance."
14,"non-small-cell lung cancer",22,SKMES1,12,lung,8,Gemcitabine,91,miR-200c,120,24040438,"The miR-155, miR-10a, miR-30a, miR-24-2* and miR-30c-2* were upregulated in sensitive cell lines, while expression of miR-200c, miR-203, miR-885-5p, miR-195 and miR-25* was increased in resistant cell line."
14,"non-small-cell lung cancer",22,SKMES1,12,lung,8,Gemcitabine,47,miR-203,120,24040438,"The miR-155, miR-10a, miR-30a, miR-24-2* and miR-30c-2* were upregulated in sensitive cell lines, while expression of miR-200c, miR-203, miR-885-5p, miR-195 and miR-25* was increased in resistant cell line."
14,"non-small-cell lung cancer",22,SKMES1,12,lung,8,Gemcitabine,201,miR-885-5p,120,24040438,"The miR-155, miR-10a, miR-30a, miR-24-2* and miR-30c-2* were upregulated in sensitive cell lines, while expression of miR-200c, miR-203, miR-885-5p, miR-195 and miR-25* was increased in resistant cell line."
14,"non-small-cell lung cancer",22,SKMES1,12,lung,8,Gemcitabine,89,miR-195,120,24040438,"The miR-155, miR-10a, miR-30a, miR-24-2* and miR-30c-2* were upregulated in sensitive cell lines, while expression of miR-200c, miR-203, miR-885-5p, miR-195 and miR-25* was increased in resistant cell line."
14,"non-small-cell lung cancer",22,SKMES1,12,lung,8,Gemcitabine,15,miR-25*,120,24040438,"The miR-155, miR-10a, miR-30a, miR-24-2* and miR-30c-2* were upregulated in sensitive cell lines, while expression of miR-200c, miR-203, miR-885-5p, miR-195 and miR-25* was increased in resistant cell line."
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,60,miR-224,9,24921914,"MiR-224 promotes the chemoresistance of human lung adenocarcinoma cells to cisplatin via regulating G /S transition and apoptosis by targeting p21"
3,"lung adenocarcinoma",10,H1299,12,lung,7,docetaxel,2,let-7c,86,23562878,"This study suggests an important role for let-7c in the molecular etiology of chemoresistant lung adenocarcinoma."
3,"lung adenocarcinoma",10,H1299,12,lung,7,docetaxel,145,miR-650,126,23991130,"Silencing of miR-650 could increase the in vitrosensitivity of docetaxel-resistant LAD cells to docetaxel, while upregulation of miR-650 decreased the sensitivity of parental LAD cells to docetaxel both in vitro and in vivo."
14,"non-small-cell lung cancer",107,PC9,12,lung,21,gefitinib,178,miR-138-5p,217,21645449,"Real-time PCR revealed that miR-138 was significantly down-regulated in PC9/AB11 cells, accord with the microarray."
14,"non-small-cell lung cancer",28,SPCA1,12,lung,7,docetaxel,2,let-7c,86,23562878,"This study suggests an important role for let-7c in the molecular etiology of chemoresistant lung adenocarcinoma."
14,"non-small-cell lung cancer",28,SPCA1,12,lung,7,docetaxel,145,miR-650,126,23991130,"Silencing of miR-650 could increase the in vitrosensitivity of docetaxel-resistant LAD cells to docetaxel, while upregulation of miR-650 decreased the sensitivity of parental LAD cells to docetaxel both in vitro and in vivo."
14,"non-small-cell lung cancer",28,SPCA1,12,lung,7,docetaxel,61,miR-200b,161,22139708,"down-regulation of miR-200b could lead to E2F3 overexpression and in turn contribute to chemoresistance of lung adenocarcinoma cells to docetaxel"
14,"non-small-cell lung cancer",28,SPCA1,12,lung,7,docetaxel,28,miR-100,171,22120675,"By microarray analysis, miR-100 was found significantly down-regulated in docetaxel-resistant SPC-A1/DTX cells compared with parental SPC-A1 cells."
14,"non-small-cell lung cancer",47,H1155,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",10,H1299,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",48,H1650,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",50,H1993,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",53,H441,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",11,H460,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",120,HCC15,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",212,H1819,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",218,HCC1359,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",219,HCC2450,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",221,HCC366,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",223,HCC95,12,lung,27,Selumetinib,7,miR-17,219,21444672,"STAT3-regulated microRNA miR-17 played a critical role in MEK inhibitor resistance, such that miR-17 inhibition sensitizedresistant cells to AZD6244 by inducing BIM and PARP cleavage."
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,11,miR-21,20,24906642,"Downregulation of miR-21 increases cisplatin sensitivity of non-small-cell lung cancer."
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,138,miR-92b,53,24099768,"MiR-92b regulates the cell growth, cisplatin chemosensitivity of A549 non small cell lung cancer cell line and target PTEN."
14,"non-small-cell lung cancer",3,A549,12,lung,3,erlotinib,61,miR-200b,58,24199791,"Ectopic up-regulation of miRNAs, especially miR-200b and let-7c, significantly diminished the erlotinibresistance of A549M cells"
14,"non-small-cell lung cancer",3,A549,12,lung,3,erlotinib,2,let-7c,58,24199791,"Ectopic up-regulation of miRNAs, especially miR-200b and let-7c, significantly diminished the erlotinibresistance of A549M cells"
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,177,miR-135a,64,23640248,"miR-135a/b modulate cisplatin resistance of human lung cancer cell lineby targeting MCL1"
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,112,miR-135b,64,23640248,"miR-135a/b modulate cisplatin resistance of human lung cancer cell lineby targeting MCL1"
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,134,miR-503,70,23856992,"miR-503 regulates cell apoptosis, at least in part by targeting Bcl-2, and thus modulates the resistance of non-small cell lung cancer cells to cisplatin"
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,92,miR-155,140,22996741,"the inhibition of miR-155 can enhance the sensitivity of A549 cells to cisplatin treatment by modulation of cellular apoptosis and DNA damage through an Apaf-1-mediated pathway."
14,"non-small-cell lung cancer",3,A549,12,lung,21,gefitinib,13,miR-23a,152,22752005,"A549 cells with overexpressed miR-23a were more resistant to gefitinib compared to the parental cells"
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,197,miR-513a-3p,153,22749944,"miR-513a-3p can sensitize human lung adenocarcinoma cells to cisplatin by targeting GSTP1."
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,11,miR-21,175,22237007,"Increased miR-21 expression significantly increased the resistance of A549 cell to platinum, whereas reduced miR-21 decreased the resistance of A549/CDDP cell"
14,"non-small-cell lung cancer",3,A549,12,lung,21,gefitinib,67,miR-30b,193,22157681,"EGFR and MET receptor tyrosine kinase-altered microRNA expression induces tumorigenesis and gefitinib resistance in lung cancers."
14,"non-small-cell lung cancer",3,A549,12,lung,21,gefitinib,173,miR-30c,193,22157681,"EGFR and MET receptor tyrosine kinase-altered microRNA expression induces tumorigenesis and gefitinib resistance in lung cancers."
14,"non-small-cell lung cancer",3,A549,12,lung,21,gefitinib,56,miR-221,193,22157681,"EGFR and MET receptor tyrosine kinase-altered microRNA expression induces tumorigenesis and gefitinib resistance in lung cancers."
14,"non-small-cell lung cancer",3,A549,12,lung,21,gefitinib,57,miR-222,193,22157681,"EGFR and MET receptor tyrosine kinase-altered microRNA expression induces tumorigenesis and gefitinib resistance in lung cancers."
14,"non-small-cell lung cancer",3,A549,12,lung,6,paclitaxel,177,miR-135a,204,21552288,"miR-135a contributes to paclitaxel resistance in tumor cells both in vitro and in vivo."
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,178,miR-138-5p,211,21787234,"Up-regulation of miR-138 increased the sensitivity of A549/DDPcells to cisplatin in in vitro drug sensitivity assay"
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,120,miR-451,231,21329503,"Upregulation of microRNA-451 increases cisplatin sensitivity of non-small cell lung cancer cell line (A549)."
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,43,miR-181b,243,20162574,"miR-181b wasdownregulated in both multidrug-resistant human gastric cancer cell line SGC7901/vincristine (VCR) and multidrug-resistant human lung cancer cell line A549/cisplatin (CDDP),"
14,"non-small-cell lung cancer",3,A549,12,lung,200,multidrug,220,"miR-186 *",255,20627087,"In addition, transfection of cells with a miR-186 * inhibitor promoted A549/DDP apoptosis, and overexpression of miR-186 * significantly inhibited curcumin-induced apoptosis in A549/DDPcells."
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,220,"miR-186 *",269,20677554,"Curcumin promoted the apoptosis of cisplain-resistant human lung carcinomacells A549/DDP through down-regulating miR-186*"
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,134,miR-503,290,24398307,"The reversing and molecular mechanisms of miR-503 on the drug-resistance tocisplatin in A549/DDP cells]."
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,2,let-7c,291,24400442,"Let-7c sensitizes acquired cisplatin-resistant A549 cells by targeting ABCC2 and Bcl-XL."
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,26,miR-98,293,23700794,"MicroRNA-98 sensitizes cisplatin-resistant human lung adenocarcinoma cells byup-regulation of HMGA2."
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,61,miR-200b,299,21993663,"miR-200bc/429 cluster was downregulated, while BCL2 and XIAP were upregulated in both MDR SGC7901/VCR (vincristine) and A549/CDDP (cisplatin) cells,"
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,91,miR-200c,299,21993663,"miR-200bc/429 cluster was downregulated, while BCL2 and XIAP were upregulated in both MDR SGC7901/VCR (vincristine) and A549/CDDP (cisplatin) cells,"
14,"non-small-cell lung cancer",3,A549,12,lung,2,cisplatin,118,miR-429,299,21993663,"miR-200bc/429 cluster was downregulated, while BCL2 and XIAP were upregulated in both MDR SGC7901/VCR (vincristine) and A549/CDDP (cisplatin) cells,"
14,"non-small-cell lung cancer",72,PC14,12,lung,6,paclitaxel,177,miR-135a,205,21552288,"miR-136a contributes to paclitaxel resistance in tumor cells both in vitro and in vivo."
14,"non-small-cell lung cancer",655,HCC4006,12,lung,21,gefitinib,91,miR-200c,96,23542356,"The resistant cells with EMT features exhibited downregulation ofmiRNA-200c by DNA methylation."
14,"non-small-cell lung cancer",121,HCC827,12,lung,21,gefitinib,105,miR-374a,18,24832599,"Axl-altered microRNAs regulate tumorigenicity and gefitinib resistance in lung cancer"
14,"non-small-cell lung cancer",121,HCC827,12,lung,21,gefitinib,139,miR-548b,18,24832599,"Axl-altered microRNAs regulate tumorigenicity and gefitinib resistance in lung cancer"
14,"non-small-cell lung cancer",121,HCC827,12,lung,21,gefitinib,91,miR-200c,96,23542356,"The resistant cells with EMT features exhibited downregulation ofmiRNA-200c by DNA methylation."
14,"non-small-cell lung cancer",121,HCC827,12,lung,21,gefitinib,52,miR-214,183,22502680,"miR-214 may regulate the acquired resistance to gefitinib in HCC827 via PTEN/AKT signaling pathway."
14,"non-small-cell lung cancer",142,NCIH1155,12,lung,6,paclitaxel,184,miR-337-3p,190,22723956,"STAT3 and RAP1A as direct targets that mediate the effect of miR-337-3p on paclitaxel sensitivity."
14,"non-small-cell lung cancer",103,NCIH1299,12,lung,2,cisplatin,21,miR-31,32,24099915,"MicroRNA-31 inhibits cisplatin-induced apoptosis in non-small cell lung cancer cells by regulating the drug transporter ABCB9."
14,"non-small-cell lung cancer",103,NCIH1299,12,lung,2,cisplatin,91,miR-200c,254,20696752,"miR-200c overexpression restored the sensitivity of NCI-H1299 cells to cisplatin and cetuximab."
14,"non-small-cell lung cancer",103,NCIH1299,12,lung,30,cetuximab,91,miR-200c,254,20696752,"miR-200c overexpression restored the sensitivity of NCI-H1299 cells to cisplatin and cetuximab."
14,"non-small-cell lung cancer",174,A459,12,lung,2,cisplatin,93,miR-128-2,164,22193543,"miR-128-2 expression in lungcancer cells inhibits apoptosis and confers increased resistance to cisplatin, doxorubicin and 5-fluorouracyl treatments."
14,"non-small-cell lung cancer",174,A459,12,lung,1,doxorubicin,93,miR-128-2,164,22193543,"miR-128-2 expression in lungcancer cells inhibits apoptosis and confers increased resistance to cisplatin, doxorubicin and 5-fluorouracyl treatments."
14,"non-small-cell lung cancer",174,A459,12,lung,9,Fluorouracil,93,miR-128-2,164,22193543,"miR-128-2 expression in lungcancer cells inhibits apoptosis and confers increased resistance to cisplatin, doxorubicin and 5-fluorouracyl treatments."
14,"non-small-cell lung cancer",222,HCC4011,12,lung,21,gefitinib,91,miR-200c,96,23542356,"The resistant cells with EMT features exhibited downregulation ofmiRNA-200c by DNA methylation."
14,"non-small-cell lung cancer",262,MP08,12,lung,3,erlotinib,49,miR-205,11,24911146,"While miR-205 depletion induced erlotinib resistance, miR-205 overexpression inhibited CRIPTO1-dependent ZEB1 and SRC activation, restoring erlotinib sensitivity"
14,"non-small-cell lung cancer",263,MP41,12,lung,3,erlotinib,49,miR-205,11,24911146,"While miR-205 depletion induced erlotinib resistance, miR-205 overexpression inhibited CRIPTO1-dependent ZEB1 and SRC activation, restoring erlotinib sensitivity"
14,"non-small-cell lung cancer",107,PC9,12,lung,21,gefitinib,178,miR-138-5p,27,24582749,"miR-138-5p reverses gefitinib resistance in non-small cell lung cancer cells via negatively regulating G protein-coupled receptor 124."
14,"non-small-cell lung cancer",107,PC9,12,lung,21,gefitinib,11,miR-21,37,24331411,"MiR-21 overexpression is associated with acquired resistance of EGFR-TKI in non-small cell lungcancer."
14,"non-small-cell lung cancer",107,PC9,12,lung,21,gefitinib,91,miR-200c,96,23542356,"The resistant cells with EMT features exhibited downregulation ofmiRNA-200c by DNA methylation."
14,"non-small-cell lung cancer",107,PC9,12,lung,3,erlotinib,11,miR-21,130,23963283,"Silibinin fully reversed the EMT-related highmiR-21/low miR-200c microRNA signature and repressed the mesenchymal markers SNAIL, ZEB, and N-cadherin observed in erlotinib-refractory tumors."
14,"non-small-cell lung cancer",107,PC9,12,lung,3,erlotinib,91,miR-200c,130,23963283,"Silibinin fully reversed the EMT-related highmiR-21/low miR-200c microRNA signature and repressed the mesenchymal markers SNAIL, ZEB, and N-cadherin observed in erlotinib-refractory tumors."
14,"non-small-cell lung cancer",28,SPCA1,12,lung,7,docetaxel,61,miR-200b,271,19900214,"The expression of three miRNAs (miR-200b, 194 and 212) was significantly down-regulated in SPC-A1/docetaxel cells, while the expression of other three miRNAs (miR-192, 424 and 98) was significantly up-regulated in SPC-A1/docetaxel cells"
14,"non-small-cell lung cancer",28,SPCA1,12,lung,7,docetaxel,88,miR-194,271,19900214,"The expression of three miRNAs (miR-200b, 194 and 212) was significantly down-regulated in SPC-A1/docetaxel cells, while the expression of other three miRNAs (miR-192, 424 and 98) was significantly up-regulated in SPC-A1/docetaxel cells"
14,"non-small-cell lung cancer",28,SPCA1,12,lung,7,docetaxel,51,miR-212,271,19900214,"The expression of three miRNAs (miR-200b, 194 and 212) was significantly down-regulated in SPC-A1/docetaxel cells, while the expression of other three miRNAs (miR-192, 424 and 98) was significantly up-regulated in SPC-A1/docetaxel cells"
14,"non-small-cell lung cancer",28,SPCA1,12,lung,7,docetaxel,32,miR-192,271,19900214,"The expression of three miRNAs (miR-200b, 194 and 212) was significantly down-regulated in SPC-A1/docetaxel cells, while the expression of other three miRNAs (miR-192, 424 and 98) was significantly up-regulated in SPC-A1/docetaxel cells"
14,"non-small-cell lung cancer",28,SPCA1,12,lung,7,docetaxel,117,miR-424,271,19900214,"The expression of three miRNAs (miR-200b, 194 and 212) was significantly down-regulated in SPC-A1/docetaxel cells, while the expression of other three miRNAs (miR-192, 424 and 98) was significantly up-regulated in SPC-A1/docetaxel cells"
14,"non-small-cell lung cancer",28,SPCA1,12,lung,7,docetaxel,26,miR-98,271,19900214,"The expression of three miRNAs (miR-200b, 194 and 212) was significantly down-regulated in SPC-A1/docetaxel cells, while the expression of other three miRNAs (miR-192, 424 and 98) was significantly up-regulated in SPC-A1/docetaxel cells"
62,"small cell lung cancer",119,H69AR,12,lung,200,multidrug,61,miR-200b,14,24769353,"Zinc finger E-box-binding homeobox 2 (ZEB2) regulated by miR-200b contributes to multi-drugresistance of small cell lung cancer"
62,"small cell lung cancer",146,NCIH69,12,lung,200,multidrug,28,miR-100,21,24559685,"Downregulation of HOXA1 gene affects small cell lung cancer cell survival and chemoresistanceunder the regulation of miR-100."
62,"small cell lung cancer",216,H446,12,lung,2,cisplatin,72,miR-137,35,24412084,"sensitivity of H446 cells to cisplatin significantly decreased after transfected with miR-137 inhibitor, while miR-137 mimics transfection increased drug sensitivity of H446/CDDP cells and deregulated KIT expression."
11,"brain tumor",111,BC3H1,7,"nervous system",11,Sirolimus,221,miR-17-92,295,23300087,"Reprogramming of the microRNA transcriptome mediates resistance to rapamycin"
20,glioblastoma,26,U251,7,"nervous system",2,cisplatin,1,Let-7b,87,23806108,"Let-7b may serve as a marker of cisplatin resistance"
20,glioblastoma,26,U251,7,"nervous system",200,multidrug,194,miR-296-3p,112,22999387,"over-expression of miR-296-3psensitised glioblastoma (GBM) cells to anticancer drugs"
20,glioblastoma,26,U251,7,"nervous system",17,Temozolomide,89,miR-195,247,20444541,"miR-195, miR-455-3p and miR-10a( *) are implicated in acquired temozolomideresistance in glioblastoma multiforme cells."
20,glioblastoma,26,U251,7,"nervous system",17,Temozolomide,198,miR-455-3p,247,20444541,"miR-195, miR-455-3p and miR-10a( *) are implicated in acquired temozolomideresistance in glioblastoma multiforme cells."
20,glioblastoma,26,U251,7,"nervous system",17,Temozolomide,192,"miR-10a( *)",247,20444541,"miR-195, miR-455-3p and miR-10a( *) are implicated in acquired temozolomideresistance in glioblastoma multiforme cells."
20,glioblastoma,161,"U373 MG",7,"nervous system",53,teniposide,11,miR-21,274,19559015,"MicroRNA-21 targets LRRFIP1 and contributes to VM-26 resistance in glioblastoma multiforme."
20,glioblastoma,NULL,NULL,7,"nervous system",17,Temozolomide,176,miR-125b,13,24643683,"miR-125b inhibitor enhance the chemosensitivity of glioblastoma stem cells to temozolomide by targeting Bak1"
20,glioblastoma,308,U343,7,"nervous system",200,multidrug,7,miR-17,136,23391506,"miR-17 could repress MDM2 levels, resulting in decreased cell proliferation and drug-resistance"
20,glioblastoma,309,U87,7,"nervous system",200,multidrug,7,miR-17,136,23391506,"miR-17 could repress MDM2 levels, resulting in decreased cell proliferation and drug-resistance"
